NOME,ID_LATTES,INSTITUICAO
TELMA CRISTINA FERREIRA FONSECA,3139727297057976,e452d709-0e4f-46cb-9449-50dd5310ac343
THALES ALEXANDRE CARVALHO MAIA,8637504941507702,e452d709-0e4f-46cb-9449-50dd5310ac344
THIAGO DE ALENCAR NEVES,3118146905092616,e452d709-0e4f-46cb-9449-50dd5310ac345
THIAGO RIBEIRO DE OLIVEIRA,1381788664268514,e452d709-0e4f-46cb-9449-50dd5310ac346
TOMAS PERPETUO CORREA,1756649313465152,e452d709-0e4f-46cb-9449-50dd5310ac347
UENDE APARECIDA FIGUEIREDO GOMES,2392105638416116,e452d709-0e4f-46cb-9449-50dd5310ac348
VALTER LUCIO DE PADUA,4627004513196624,e452d709-0e4f-46cb-9449-50dd5310ac349
VEBER AFONSO FIGUEIREDO COSTA,8019969928283008,e452d709-0e4f-46cb-9449-50dd5310ac350
VICENTE TADEU LOPES BUONO,5856832655059418,e452d709-0e4f-46cb-9449-50dd5310ac351
VICTOR COSTA DA SILVA CAMPOS,4812876346444052,e452d709-0e4f-46cb-9449-50dd5310ac352
VICTOR FLORES MENDES,3391963984567917,e452d709-0e4f-46cb-9449-50dd5310ac353
VINICIUS MARIANO GONCALVES,9656383124994957,e452d709-0e4f-46cb-9449-50dd5310ac354
VIRGINIA SAMPAIO TEIXEIRA CIMINELLI,3590884268165249,e452d709-0e4f-46cb-9449-50dd5310ac355
VITOR ANGELO MARIA FERREIRA TORRES,1801633347473015,e452d709-0e4f-46cb-9449-50dd5310ac356
VIVIANE DA SILVA BORGES BARBOSA,2807582351205215,e452d709-0e4f-46cb-9449-50dd5310ac357
VIVIANE SANTOS BIRCHAL,0342014878408861,e452d709-0e4f-46cb-9449-50dd5310ac358
WADAED UTURBEY DA COSTA,4242054820928121,e452d709-0e4f-46cb-9449-50dd5310ac359
WALLACE DO COUTO BOAVENTURA,3671318138854482,e452d709-0e4f-46cb-9449-50dd5310ac360
WALMIR MATOS CAMINHAS,3987548764592597,e452d709-0e4f-46cb-9449-50dd5310ac361
WANDER LUIZ VASCONCELOS,3617697065989200,e452d709-0e4f-46cb-9449-50dd5310ac362
WHITE JOSE DOS SANTOS,6929801431620076,e452d709-0e4f-46cb-9449-50dd5310ac363
WILLIAN MOREIRA DUARTE,0182036855915957,e452d709-0e4f-46cb-9449-50dd5310ac364
WILSON DOS SANTOS FERNANDES,2532451941529446,e452d709-0e4f-46cb-9449-50dd5310ac365
WITOR WOLF,9656544805116765,e452d709-0e4f-46cb-9449-50dd5310ac366
